NOM_PRODUIT,CATEGORIE,P_UNITAIRE
Déodorant spray sans gaz propulseur Nivea,Produits d'hygiène,800
Bouteille d'eau minérale Cristaline,Eau,500
Pâté de campagne,Charcuterie,1200
Coppa,Charcuterie,1600
Saucisse de porc,Charcuterie,1600
Crème de nuit régénérante L'Oréal,Produits de soin pour le visage,1200
Gel douche relaxant à la lavande L'Occitane,Produits de douche,1200
Tube de dentifrice Colgate,Hygiène,750
Sachet de thé rooibos,Thé,500
Sachet de sucre vanillé,Sucrerie,500
Saucisse au poivre,Charcuterie,1600
Jambon de la Vallée d'Aoste,Charcuterie,2000
Jambon blanc,Charcuterie,1000
Gel douche relaxant à la lavande L'Occitane,Produits de douche,1200
Crème réparatrice Cicabiafine,Produits de soin pour le corps,1500
Paquet de biscuits Oreo,Biscuits,1000
Sachet de graines de chia,Condiment,1000
Saucisse fumée,Charcuterie,1400
Baume nourrissant pour les mains Nuxe,Produits de soin pour les mains,1000
Jambon d'Auvergne,Charcuterie,2000
Saucisse de canard,Charcuterie,1600
Démaquillant pour les yeux bi-phasé Nivea,Produits de démaquillage,1200
Paquet de popcorn sucré,Snack,750
Démaquillant bi-phasé Maybelline,Produits de démaquillage,1200
Dentifrice protection caries Sensodyne,Produits d'hygiène dentaire,500
Gel douche hydratant Dove,Produits de douche,1200
Pâté de cerf,Charcuterie,1800
Crème réparatrice Cicabiafine,Produits de soin pour le corps,1500
Jambon de Luxeuil,Charcuterie,2000
Saucisson aux noisettes,Charcuterie,1400
Jambon de Parme,Charcuterie,2000
Paquet de pâtes Barilla,Alimentation,1000
Sachet de pâtes de curry rouge,Condiment,750
Terrine de lapin,Charcuterie,1600
Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena,Produits de démaquillage,800
Pâté de lapin aux pistaches,Charcuterie,1800
Shampooing doux sans sulfates Timotei,Produits de soin capillaire,1500
Jambon de Parme,Charcuterie,2000
Terrine de chevreuil,Charcuterie,1700
Paquet de cacahuètes,Snack,750
Coppa,Charcuterie,1600
Rillettes de lapin,Charcuterie,1300
Pâté de pigeon,Charcuterie,1800
Pain de savon Lux,Hygiène,500
Gel douche exfoliant au sel marin Neutrogena,Produits de douche,1200
Gel douche Nivea,Produits de douche,1200
Baume après-rasage Gillette,Produits de rasage,700
Terrine de campagne,Charcuterie,1900
Jambon d'Auvergne,Charcuterie,2000
Boîte de maïs en conserve,Condiment,750
Saucisson à la mirabelle,Charcuterie,1400
Saucisse de foie,Charcuterie,1800
Shampooing hydratant Pantene,Produits de soin capillaire,1500
Pâté de lapin aux noisettes,Charcuterie,1800
Jambon de la Forêt Noire,Charcuterie,2000
Jambon de la Forêt Noire,Charcuterie,2000
Lotion purifiante pour le visage Neutrogena,Produits de soin pour le visage,1200
Crème pour les mains Neutrogena,Produits de soin pour les mains,1000
Bouteille de sirop de grenadine,Boisson,750
Paquet de chips Tortilla,Snack,1000
Lotion apaisante après-rasage Nivea,Produits de rasage,700
Dentifrice protection gencives Parodontax,Produits d'hygiène dentaire,500
Baume nourrissant pour les mains Nuxe,Produits de soin pour les mains,1000
Rillettes de thon au piment d'Espelette,Charcuterie,1500
Bouteille de shampoing Head & Shoulders,Hygiène,1500
Sachet de sucre vanillé,Sucrerie,500
Pâté de chevreuil,Charcuterie,1800
Démaquillant pour les yeux Nivea,Produits de démaquillage,1200
Gel nettoyant visage doux Nivea,Produits de soin pour le visage,1800
Pain de savon Lux,Hygiène,500
Gel coiffant effet brillant Schwarzkopf,Produits de coiffure,1500
Déodorant Rexona,Produits d'hygiène,800
Bouteille de shampoing Head & Shoulders,Hygiène,1500
Shampooing hydratant Pantene,Produits de soin capillaire,1500
Saucisse fumée,Charcuterie,1400
Sachet de graines de sésame,Condiment,750
Saucisson au roquefort,Charcuterie,1400
Terrine de lapin,Charcuterie,1600
Saucisse de Strasbourg,Charcuterie,1700
Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena,Produits de démaquillage,800
Crème solaire peaux sensibles Avène,Produits de protection solaire,2000
Saucisson de Lyon,Charcuterie,1400
Saucisse de canard,Charcuterie,1600
Jambon de Luxeuil,Charcuterie,2000
Lotion purifiante pour le visage Neutrogena,Produits de soin pour le visage,1200
Saucisse de foie,Charcuterie,1800
Saucisse de volaille,Charcuterie,1600
Terrine de pigeon,Charcuterie,1700
Boîte de haricots verts en conserve,Condiment,750
Saucisson au roquefort,Charcuterie,1400
Déodorant stick Narta,Produits d'hygiène,800
Sac de croquettes pour chien Pedigree,Animaux,2000
Jambon de la Forêt Noire,Charcuterie,2000
Pot de confiture de fraises,Condiment,1000
Lingettes démaquillantes Nivea,Produits de démaquillage,800
Sac de croquettes pour chat Whiskas,Animaux,1500
Baume nourrissant pour les mains L'Occitane,Produits de soin pour les mains,1000
Déodorant Rexona,Produits d'hygiène,800
Crème solaire visage et corps biodégradable La Roche-Posay,Produits de protection solaire,2000
Lingettes démaquillantes Nivea,Produits de démaquillage,800
Saucisse de dinde,Charcuterie,1600
Paquet de biscuits Oreo,Biscuits,1000
Terrine de biche,Charcuterie,1700
Terrine de perdreau,Charcuterie,1700
Crème solaire enfants Uriage,Produits de protection solaire,2000
Pâté de foie,Charcuterie,1100
Sachet de poivre noir,Condiment,500
Gel coiffant effet mat Axe,Produits de coiffure,1500
Soin contour des yeux L'Oréal,Produits de soin pour le visage,2500
Sac de pommes de terre,Légumes,1000
Baume réparateur pour les mains Biafine,Produits de soin pour les mains,1000
Saucisson au roquefort,Charcuterie,1400
Saucisse de canard fumée,Charcuterie,1600
Rillettes de thon à l'huile d'olive,Charcuterie,1500
Sachet de graines de chia,Condiment,1000
Jambon du Bourbonnais,Charcuterie,2000
Démaquillant yeux bi-phasé waterproof L'Oréal,Produits de démaquillage,1200
Jambon de Luxeuil,Charcuterie,2000
Saucisse au poivre,Charcuterie,1600
Boîte de céréales pour petit déjeuner,Alimentation,1500
Pâté de lièvre,Charcuterie,1800
Bouteille de bière Guinness,Bière,1000
Saucisse au poivre,Charcuterie,1600
Jambon de Vendée,Charcuterie,1500
Paquet de couches Pampers,Hygiène,2500
Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena,Produits de démaquillage,800
Sachet de grains de café arabica,Café,1000
Sachet de lait en poudre Nido,Lait,1500
Rillettes de canard au poivre vert,Charcuterie,1500
Masque purifiant à l'argile L'Oréal,Produits de soin pour le visage,1800
Gel douche hydratant Dove,Produits de douche,1200
Paquet de biscottes,Biscuits,750
Terrine de pintade,Charcuterie,1600
Saucisson à l'anis,Charcuterie,1400
Boudin noir,Charcuterie,1500
Crème anti-âge L'Oréal,Produits de soin pour le visage,2500
Bouteille d'huile Aya,Huile,3750
Terrine de lapin,Charcuterie,1600
Sachet de thé Lipton,Thé,500
Dentifrice Signal,Produits d'hygiène dentaire,500
Déodorant Rexona,Produits d'hygiène,800
Saucisse de Lyon,Charcuterie,1600
Crème solaire visage et corps biodégradable La Roche-Posay,Produits de protection solaire,2000
Saucisson de Lyon,Charcuterie,1400
Lingettes démaquillantes réutilisables Garnier,Produits de démaquillage,800
Savon exfoliant Neutrogena,Produits de douche,1000
Saucisse de Lyon,Charcuterie,1600
Pâté de lapin aux herbes de Provence,Charcuterie,1800
Paquet de café Nescafé,Café,1500
Rillettes de thon au basilic,Charcuterie,1500
Pâté de chevreuil,Charcuterie,1800
Pâté en croûte,Charcuterie,1800
Gel douche exfoliant Nivea,Produits de douche,1200
Démaquillant bi-phasé Maybelline,Produits de démaquillage,1200
Gel douche exfoliant Nivea,Produits de douche,1200
Sachet de piment en poudre,Condiment,500
Pain de savon Lux,Hygiène,500
Crème pour les mains Neutrogena,Produits de soin pour les mains,1000
Rosette,Charcuterie,1800
Saucisse sèche,Charcuterie,1700
Baume pour les lèvres Carmex,Produits de soin des lèvres,700
Crème anti-rides Nivea,Produits de soin pour le visage,2500
Pâté de canard,Charcuterie,1500
Pâté de sanglier,Charcuterie,1800
Petite bouteille de Coca-Cola,Boisson,500
Soin anti-fatigue pour le visage Nivea,Produits de soin pour le visage,2500
Sachet de thé Lipton,Thé,500
Gel douche exfoliant au sel marin Neutrogena,Produits de douche,1200
Crème pour les pieds à l'urée Scholl,Produits de soin pour les pieds,1500
Lingettes démaquillantes à l'eau micellaire Garnier,Produits de démaquillage,800
Terrine de pigeon,Charcuterie,1700
Bouteille de sauce soja,Condiment,1000
Rillettes de thon au citron,Charcuterie,1500
Jambon de Paris,Charcuterie,1400
Gel douche exfoliant au sel marin Neutrogena,Produits de douche,1200
Gel douche relaxant à la lavande L'Occitane,Produits de douche,1200
Saucisse de Montbéliard,Charcuterie,1900
Boîte de céréales Kellogg's,Céréales,1500
Démaquillant Garnier,Produits de démaquillage,1200
Déodorant Rexona,Produits d'hygiène,800
Rillettes de thon au citron,Charcuterie,1500
Lingettes démaquillantes Nivea,Produits de démaquillage,800
Baume nourrissant pour les mains Nuxe,Produits de soin pour les mains,1000
Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena,Produits de démaquillage,800
Soin hydratant intense pour le visage Nivea,Produits de soin pour le visage,2500
Jambon de Savoie,Charcuterie,2000
Crème solaire enfant biodégradable Uriage,Produits de protection solaire,2000
Lotion tonique adoucissante Garnier,Produits de soin pour le visage,1200
Crème réparatrice Cicabiafine,Produits de soin pour le corps,1500
Pot de crème dessert Danette,Dessert,1000
Terrine de gibier,Charcuterie,1500
Rillettes de canard,Charcuterie,1400
Pâté de faisan,Charcuterie,1800
Jambon de Luxeuil,Charcuterie,2000
Saucisse de canard fumée,Charcuterie,1600
Crème raffermissante pour le corps Garnier,Produits de soin pour le corps,2000
Andouille,Charcuterie,1600
Saucisson aux noisettes,Charcuterie,1400
Sachet de pâtes de curry rouge,Condiment,750
Jambon de Bayonne,Charcuterie,1900
Rillettes d'oie,Charcuterie,1500
Pot de pâte à tartiner Nutella,Sucrerie,2000
Gel douche hydratant Dove,Produits de douche,1200
Jambon de Luxeuil,Charcuterie,2000
Baume après-rasage Gillette,Produits de rasage,700
Paquet de popcorn sucré,Snack,750
Gel nettoyant visage doux Nivea,Produits de soin pour le visage,1800
Paquet de cacahuètes,Snack,750
Terrine de lapin,Charcuterie,1600
Paquet de chips Pringles,Snack,1000
Jambon de la Vallée d'Aoste,Charcuterie,2000
Saucisse de Montbéliard,Charcuterie,1900
Déodorant spray sans gaz propulseur Nivea,Produits d'hygiène,800
Saucisse de foie,Charcuterie,1800
Pot de confiture Bonne Maman,Condiment,1500
Boîte de haricots verts en conserve,Condiment,750
Lingettes démaquillantes biodégradables Nivea,Produits de démaquillage,800
Rillettes de canard au poivre vert,Charcuterie,1500
Paquet de biscuits au chocolat,Biscuits,1000
Sachet de poudre de curry,Condiment,500
Saucisse de Morteau,Charcuterie,1600
Bouteille de Jack Daniel,Liqueur,5000
Saucisson à l'Armagnac,Charcuterie,1400
Sachet de graines de chia,Condiment,1000
Saucisson aux noisettes,Charcuterie,1400
Crème anti-âge L'Oréal,Produits de soin pour le visage,2500
Crème de jour anti-rides Nivea,Produits de soin pour le visage,1200
Déodorant spray fraîcheur instantanée Nivea,Produits d'hygiène,800
Masque capillaire Garnier,Produits de soin capillaire,1800
Chorizo,Charcuterie,2000
Savon exfoliant Neutrogena,Produits de douche,1000
Crème raffermissante pour le corps Garnier,Produits de soin pour le corps,2000
Bouteille d'eau minérale Cristaline,Eau,500
Lotion hydratante pour le visage Nivea,Produits de soin pour le visage,1200
Crème réparatrice pour les mains Neutrogena,Produits de soin pour les mains,1000
Gel douche nourrissant Dove,Produits de douche,1200
Lingettes démaquillantes biodégradables Nivea,Produits de démaquillage,800
Shampooing fortifiant L'Oréal,Produits de soin capillaire,1800
Sérum hydratant Vichy,Produits de soin pour le visage,3000
Rillettes de thon au citron,Charcuterie,1500
Crème réparatrice Cicabiafine,Produits de soin pour le corps,1500
Lotion purifiante pour le visage Neutrogena,Produits de soin pour le visage,1200
Spray corporel rafraîchissant Axe,Produits de soin pour le corps,800
Déodorant spray sans gaz propulseur Nivea,Produits d'hygiène,800
Soin anti-rides contour des yeux L'Oréal,Produits de soin pour le visage,2500
Dentifrice protection gencives Parodontax,Produits d'hygiène dentaire,500
Bouteille de jus de pomme,Jus,1500
Terrine de campagne,Charcuterie,1900
Paquet de popcorn sucré,Snack,750
Crème solaire peaux sensibles Avène,Produits de protection solaire,2000
Sac de pommes de terre,Légumes,1000
Soin anti-rides contour des yeux L'Oréal,Produits de soin pour le visage,2500
Jambon de Montagne Noire,Charcuterie,2000
Pot de yaourt Danone,Produits laitiers,750
Shampooing volumateur Timotei,Produits de soin capillaire,1500
Sachet de paprika,Condiment,500
Boîte de céréales Kellogg's,Céréales,1500
Jambon de Luxeuil,Charcuterie,2000
Crème apaisante après-soleil Nivea,Produits de protection solaire,2000
Baume réparateur pour les mains Biafine,Produits de soin pour les mains,1000
Crème raffermissante pour le corps Garnier,Produits de soin pour le corps,2000
Jambon d'Auvergne,Charcuterie,2000
Sachet de pâtes de curry rouge,Condiment,750
Barre de chocolat Milka,Chocolat,750
Saucisson à la mirabelle,Charcuterie,1400
Jambon de la Forêt Noire,Charcuterie,2000
Paquet de riz long grain,Alimentation,1000
Rillettes d'oie,Charcuterie,1500
Saucisse de canard fumée,Charcuterie,1600
Crème solaire visage La Roche-Posay,Produits de protection solaire,2000
Sachet de sucre roux,Sucrerie,500
Crème réparatrice Cicabiafine,Produits de soin pour le corps,1500
Jambon blanc,Charcuterie,1000
Rillettes de lapin,Charcuterie,1300
Rosette,Charcuterie,1800
Sachet de sucre Daddy,Sucrerie,500
Rillettes de thon à la coriandre,Charcuterie,1500
Sachet de lessive Skip,Hygiène,750
Pâté de perdreau,Charcuterie,1800
Jambon de la Forêt de Marly,Charcuterie,2000
Soin hydratant matifiant Vichy,Produits de soin pour le visage,2500
Pâté de pigeon,Charcuterie,1800
Gel coiffant effet brillant Schwarzkopf,Produits de coiffure,1500
Paquet de muesli,Alimentation,1000
Pot de pâte à tartiner Nutella,Sucrerie,2000
Sachet de poivre noir,Condiment,500
Gel coiffant effet mouillé Schwarzkopf,Produits de coiffure,1500
Pot de moutarde,Condiment,500
Jambon de Paris,Charcuterie,1400
Démaquillant waterproof Maybelline,Produits de démaquillage,1200
Crème hydratante Nivea,Produits de soin pour le corps,1000
Sachet de riz Mama Africa,Alimentation,2000
Dentifrice blancheur intense Colgate,Produits d'hygiène dentaire,500
Pâté de lapin aux herbes de Provence,Charcuterie,1800
Terrine de sanglier,Charcuterie,1700
Bouteille de jus de pomme,Jus,1500
Rillettes de thon,Charcuterie,1500
Soin anti-âge global pour le visage L'Oréal,Produits de soin pour le visage,2500
Paquet de riz complet,Alimentation,1500
Rillettes de dinde,Charcuterie,1300
Pot de crème dessert Danette,Dessert,1000
Baume pour les lèvres Carmex,Produits de soin des lèvres,700
Pâté de lièvre,Charcuterie,1800
Spray corporel Axe,Produits de soin pour le corps,800
